"","task_Type","Congruency","present_time","num_ratio","SurfAreaRatio","CH_Ratio","ADS_Ratio","Density_Ratio","mean_rt"
"698","Numerical Judgment","Congruent","0.5",0.7,0.4374,0.686,0.6248,0.6375,0.216891070281347
"699","Numerical Judgment","Congruent","0.5",0.7,0.4376,0.6723,0.6251,0.6508,0.431554516311925
"700","Numerical Judgment","Congruent","0.5",0.7,0.4414,0.686,0.6306,0.6434,0.375960599882352
"701","Numerical Judgment","Congruent","0.5",0.7,0.4588,0.6783,0.6555,0.6764,0.263735913254622
"702","Numerical Judgment","Congruent","0.5",0.7,0.4613,0.6741,0.659,0.6843,0.255000954254425
"703","Numerical Judgment","Congruent","0.5",0.7,0.4619,0.6811,0.6598,0.6782,0.289872400900047
"704","Numerical Judgment","Congruent","0.5",0.7,0.4632,0.6808,0.6617,0.6804,0.26218408733321
"705","Numerical Judgment","Congruent","0.5",0.7,0.4659,0.6807,0.6656,0.6844,0.3102764578
"706","Numerical Judgment","Congruent","0.5",0.7,0.4699,0.7281,0.6713,0.6454,0.258000624011398
"707","Numerical Judgment","Congruent","0.5",0.7,0.485,0.6724,0.6929,0.7213,0.349965649222618
"708","Numerical Judgment","Congruent","0.5",0.7,0.7882,0.6836,0.5518,0.5388,0.338229736531764
"709","Numerical Judgment","Congruent","0.5",0.7,0.8641,0.6772,0.8101,0.7837,0.324396424436997
"710","Numerical Judgment","Congruent","0.5",0.7,0.9423,0.6815,0.7428,0.7233,0.240051460585065
"711","Numerical Judgment","Congruent","0.5",0.7,0.9609,0.6845,0.7285,0.7124,0.394124069763255
"712","Numerical Judgment","Congruent","0.5",0.7,1.0873,0.6846,0.7611,0.7444,0.448898603372466
"713","Numerical Judgment","Congruent","0.5",0.7,1.6672,0.6773,0.8569,0.8856,0.374658628692512
"714","Numerical Judgment","Congruent","0.5",0.7,1.9249,0.679,0.7422,0.7651,0.474677426310645
"715","Numerical Judgment","Congruent","0.5",0.7,1.935,0.6784,0.7383,0.7618,0.292773714765435
"716","Numerical Judgment","Congruent","0.5",0.7,1.9407,0.68,0.7361,0.7578,0.30137116359191
"717","Numerical Judgment","Congruent","0.5",0.7,1.996,0.6993,0.7157,0.7164,0.258091504334154
"718","Numerical Judgment","Congruent","0.5",0.7,2.0703,0.6882,0.69,0.7019,0.417585915607879
"719","Numerical Judgment","Congruent","0.5",0.7,2.0741,0.6729,0.6888,0.7165,0.343525781324873
"720","Numerical Judgment","Congruent","0.5",0.7,2.1281,0.6822,0.6713,0.6888,0.521038491385876
"721","Numerical Judgment","Congruent","0.5",0.7,2.1282,0.673,0.6712,0.6981,0.361764093273391
"722","Numerical Judgment","Congruent","0.5",0.7,2.1369,0.6726,0.6685,0.6958,0.574838355668442
"723","Numerical Judgment","Congruent","0.5",0.7,2.202,0.6813,0.6488,0.6665,0.303511595589027
"724","Numerical Judgment","Congruent","0.5",0.7,2.2046,0.6772,0.648,0.6698,0.432854311437384
"725","Numerical Judgment","Congruent","0.5",0.7,2.2609,0.6756,0.6319,0.6547,0.392113260444489
"726","Numerical Judgment","Congruent","0.5",0.7,2.2714,0.676,0.629,0.6513,0.449918411515604
"727","Numerical Judgment","Congruent","0.5",0.7,2.4245,0.7002,0.5892,0.589,0.526767698788747
"728","Numerical Judgment","Congruent","0.5",0.7,2.4534,0.6818,0.5823,0.5979,0.4698825475
"729","Numerical Judgment","Congruent","0.5",0.7,2.4658,0.6776,0.5794,0.5985,0.476340376571429
"730","Numerical Judgment","Congruent","0.5",0.7,2.4688,0.6805,0.5786,0.5952,0.296294528875159
"731","Numerical Judgment","Congruent","0.5",0.7,2.5298,0.6703,0.5647,0.5897,0.242290301704419
"732","Numerical Judgment","Congruent","0.5",0.7,2.7647,0.6778,0.5167,0.5337,0.426562334151908
"733","Numerical Judgment","Congruent","0.5",0.7,3.638,0.6769,0.3927,0.4061,0.355898306834141
"734","Numerical Judgment","Congruent","0.5",0.7,3.7789,0.7295,0.378,0.3628,0.369309116434197
"735","Numerical Judgment","Congruent","0.5",0.7,4.4749,0.679,0.3192,0.3291,0.627029548692897
"736","Numerical Judgment","Congruent","0.5",0.8,0.3774,0.769,0.4718,0.4908,0.221480369046426
"737","Numerical Judgment","Congruent","0.5",0.8,0.3853,0.7712,0.4816,0.4996,0.297525247111967
"738","Numerical Judgment","Congruent","0.5",0.8,0.4979,0.7779,0.6224,0.6401,0.349197565747541
"739","Numerical Judgment","Congruent","0.5",0.8,0.5132,0.8329,0.6416,0.6162,0.347252659136
"740","Numerical Judgment","Congruent","0.5",0.8,0.5465,0.7746,0.6831,0.7056,0.314218641197805
"741","Numerical Judgment","Congruent","0.5",0.8,0.5502,0.7678,0.6877,0.7166,0.784522005768641
"742","Numerical Judgment","Congruent","0.5",0.8,0.5591,0.7726,0.6988,0.7236,0.363114468522762
"743","Numerical Judgment","Congruent","0.5",0.8,0.5785,0.7707,0.7231,0.7506,0.354986971497474
"744","Numerical Judgment","Congruent","0.5",0.8,0.6125,0.7677,0.7656,0.7979,0.392651934596595
"745","Numerical Judgment","Congruent","0.5",0.8,0.6173,0.7735,0.7717,0.7981,0.237534209728204
"746","Numerical Judgment","Congruent","0.5",0.8,0.6408,0.766,0.801,0.8366,0.312216319953975
"747","Numerical Judgment","Congruent","0.5",0.8,0.6737,0.7693,0.8421,0.8756,0.254421490189133
"748","Numerical Judgment","Congruent","0.5",0.8,0.6738,0.773,0.8423,0.8717,0.301397877536154
"749","Numerical Judgment","Congruent","0.5",0.8,0.6741,0.77,0.8426,0.8755,0.339130388606188
"750","Numerical Judgment","Congruent","0.5",0.8,0.6989,0.8357,0.8736,0.8362,0.258640692673382
"751","Numerical Judgment","Congruent","0.5",0.8,0.7077,0.7796,0.8847,0.9079,0.213330597657305
"752","Numerical Judgment","Congruent","0.5",0.8,0.7141,0.7682,0.8926,0.9296,0.228461913600991
"753","Numerical Judgment","Congruent","0.5",0.8,0.7179,0.7687,0.8974,0.9339,0.416509003482327
"754","Numerical Judgment","Congruent","0.5",0.8,0.7257,0.7752,0.5805,0.5625,0.27161508775
"755","Numerical Judgment","Congruent","0.5",0.8,0.7414,0.7873,0.9267,0.9416,0.515286012789865
"756","Numerical Judgment","Congruent","0.5",0.8,0.7423,0.8313,0.5939,0.6171,0.361516811742127
"757","Numerical Judgment","Congruent","0.5",0.8,0.745,0.7764,0.9313,0.9596,0.24312669426038
"758","Numerical Judgment","Congruent","0.5",0.8,0.7506,0.8318,0.9383,0.9024,0.278579873432978
"759","Numerical Judgment","Congruent","0.5",0.8,0.7712,0.7741,0.617,0.597,0.523651164602621
"760","Numerical Judgment","Congruent","0.5",0.8,0.7899,0.7755,0.9874,0.9817,0.316849016951458
"761","Numerical Judgment","Congruent","0.5",0.8,0.8115,0.7671,0.6492,0.6225,0.313690339414213
"762","Numerical Judgment","Congruent","0.5",0.8,0.8199,0.8359,0.9757,0.9809,0.499896950431492
"763","Numerical Judgment","Congruent","0.5",0.8,1.0072,0.7737,0.7943,0.7681,0.609131097065507
"764","Numerical Judgment","Congruent","0.5",0.8,1.172,0.7696,0.9376,0.9019,0.306352390215351
"765","Numerical Judgment","Congruent","0.5",0.8,1.1859,0.8359,0.9488,0.9914,0.343971643852745
"766","Numerical Judgment","Congruent","0.5",0.8,1.1898,0.7674,0.6724,0.645,0.372657576957397
"767","Numerical Judgment","Congruent","0.5",0.8,1.2848,0.7732,0.9729,0.9934,0.580718879294427
"768","Numerical Judgment","Congruent","0.5",0.8,1.3098,0.7671,0.9543,0.9953,0.365159005075145
"769","Numerical Judgment","Congruent","0.5",0.8,1.3172,0.8315,0.949,0.9131,0.578730511195381
"770","Numerical Judgment","Congruent","0.5",0.8,1.3247,0.8356,0.9436,0.9035,0.427243890593937
"771","Numerical Judgment","Congruent","0.5",0.8,1.34,0.7739,0.9329,0.9644,0.33573979563675
"772","Numerical Judgment","Congruent","0.5",0.8,1.4331,0.7751,0.8723,0.9002,0.435240923022292
"773","Numerical Judgment","Congruent","0.5",0.8,1.4377,0.7662,0.8694,0.9078,0.336437892417108
"774","Numerical Judgment","Congruent","0.5",0.8,1.4464,0.7688,0.8642,0.8993,0.504513101228922
"775","Numerical Judgment","Congruent","0.5",0.8,1.4504,0.8343,0.8619,0.8264,0.627329485728694
"776","Numerical Judgment","Congruent","0.5",0.8,1.5582,0.7692,0.8022,0.8344,0.399672142343199
"777","Numerical Judgment","Congruent","0.5",0.8,1.5683,0.7804,0.797,0.8171,0.422599551109229
"778","Numerical Judgment","Congruent","0.5",0.8,1.7465,0.7709,0.7157,0.7428,0.44389556873366
"779","Numerical Judgment","Congruent","0.5",0.8,1.7605,0.7707,0.71,0.7371,0.6861057685
"780","Numerical Judgment","Congruent","0.5",0.8,1.7703,0.7731,0.7061,0.7306,0.260338780138855
"781","Numerical Judgment","Congruent","0.5",0.8,1.9619,0.772,0.6371,0.6602,0.391780338365325
"782","Numerical Judgment","Congruent","0.5",0.8,2.0939,0.7726,0.597,0.6182,0.335037327176565
"783","Numerical Judgment","Congruent","0.5",0.8,2.5859,0.765,0.4834,0.5055,0.445925956960794
"784","Numerical Judgment","Congruent","0.5",0.8,2.7311,0.7714,0.4577,0.4746,0.265953178151991
"785","Numerical Judgment","Congruent","0.5",0.8,2.7474,0.7694,0.455,0.473,0.443699655657962
"786","Numerical Judgment","Incongruent","0.017",0.5,0.0913,0.4847,0.0457,0.1884,0.683922512258487
"787","Numerical Judgment","Incongruent","0.017",0.5,0.1204,0.4748,0.0602,0.2535,0.411126456
"788","Numerical Judgment","Incongruent","0.017",0.5,0.1335,0.4985,0.0667,0.2678,0.359634040940188
"789","Numerical Judgment","Incongruent","0.017",0.5,0.1486,0.4772,0.0743,0.3115,0.461667172
"790","Numerical Judgment","Incongruent","0.017",0.5,0.1723,0.4863,0.0861,0.3543,0.67284266525
"791","Numerical Judgment","Incongruent","0.017",0.5,0.1904,0.506,0.0952,0.3763,0.781666670544365
"792","Numerical Judgment","Incongruent","0.017",0.5,0.2501,0.4936,0.1251,0.5067,0.4933269815
"793","Numerical Judgment","Incongruent","0.017",0.5,0.2572,0.4829,0.1286,0.5327,0.457609375
"794","Numerical Judgment","Incongruent","0.017",0.5,0.2578,0.4873,0.1289,0.529,0.766379694086593
"795","Numerical Judgment","Incongruent","0.017",0.5,0.2739,0.4882,0.1369,0.561,1.03924194913424
"796","Numerical Judgment","Incongruent","0.017",0.5,0.2747,0.4919,0.1373,0.5583,0.9391851425
"797","Numerical Judgment","Incongruent","0.017",0.5,0.296,0.4776,0.148,0.6197,0.9270231595
"798","Numerical Judgment","Incongruent","0.017",0.5,0.3037,0.5014,0.1518,0.6057,0.487216751
"799","Numerical Judgment","Incongruent","0.017",0.5,0.3062,0.5012,0.1531,0.611,0.322095443666667
"800","Numerical Judgment","Incongruent","0.017",0.5,0.3148,0.5121,0.1574,0.6148,1.20525158235164
"801","Numerical Judgment","Incongruent","0.017",0.5,0.3223,0.5091,0.1612,0.6331,0.856284134589536
"802","Numerical Judgment","Incongruent","0.017",0.5,0.332,0.4819,0.166,0.6889,0.516252263234605
"803","Numerical Judgment","Incongruent","0.017",0.5,0.3686,0.4994,0.1843,0.7381,0.714108367263964
"804","Numerical Judgment","Incongruent","0.017",0.5,0.3701,0.5085,0.1851,0.7279,0.320845370676803
"805","Numerical Judgment","Incongruent","0.017",0.5,0.373,0.4864,0.1865,0.7669,0.351421907116201
"806","Numerical Judgment","Incongruent","0.017",0.5,0.3885,0.5079,0.1943,0.765,0.491166708633565
"807","Numerical Judgment","Incongruent","0.017",0.5,2.088,0.5021,0.2395,0.9539,0.362532120600588
"808","Numerical Judgment","Incongruent","0.017",0.5,2.0881,0.4816,0.2395,0.9945,0.704031575
"809","Numerical Judgment","Incongruent","0.017",0.5,2.121,0.4964,0.2357,0.9497,0.7183056662
"810","Numerical Judgment","Incongruent","0.017",0.5,2.1384,0.4918,0.2338,0.9509,0.510399373970248
"811","Numerical Judgment","Incongruent","0.017",0.5,2.1664,0.4979,0.2308,0.9272,0.504088302778655
"812","Numerical Judgment","Incongruent","0.017",0.5,2.2694,0.4997,0.2203,0.8819,0.410656047585193
"813","Numerical Judgment","Incongruent","0.017",0.5,2.3022,0.4929,0.2172,0.8813,0.73100525016266
"814","Numerical Judgment","Incongruent","0.017",0.5,2.4344,0.4854,0.2054,0.8463,1.355152835
"815","Numerical Judgment","Incongruent","0.017",0.5,2.4774,0.5398,0.2018,0.7478,0.765279047240602
"816","Numerical Judgment","Incongruent","0.017",0.5,2.5491,0.4915,0.1961,0.7982,0.681551342
"817","Numerical Judgment","Incongruent","0.017",0.5,2.8679,0.5035,0.1743,0.6925,0.437478280667686
"818","Numerical Judgment","Incongruent","0.017",0.5,3.283,0.5003,0.1523,0.6088,0.575190248333333
"819","Numerical Judgment","Incongruent","0.017",0.5,3.2961,0.4814,0.1517,0.6302,0.6949211042
"820","Numerical Judgment","Incongruent","0.017",0.5,3.733,0.4982,0.1339,0.5377,0.335905682423629
"821","Numerical Judgment","Incongruent","0.017",0.5,3.9488,0.5026,0.1266,0.5039,0.3164466275
"822","Numerical Judgment","Incongruent","0.017",0.5,4.2197,0.5088,0.1185,0.4658,0.7161236955
"823","Numerical Judgment","Incongruent","0.017",0.5,4.4321,0.4966,0.1128,0.4543,0.800269307312166
"824","Numerical Judgment","Incongruent","0.017",0.5,4.4887,0.495,0.1114,0.4501,0.417817909008681
"825","Numerical Judgment","Incongruent","0.017",0.5,4.6564,0.4744,0.1074,0.4527,1.089399636
"826","Numerical Judgment","Incongruent","0.017",0.5,5.1338,0.4747,0.0974,0.4103,0.481128788229878
"827","Numerical Judgment","Incongruent","0.017",0.5,5.2884,0.4793,0.0945,0.3945,0.433532341284756
"828","Numerical Judgment","Incongruent","0.017",0.5,7.669,0.4773,0.0652,0.2732,0.6727251925
"829","Numerical Judgment","Incongruent","0.017",0.5,8.7655,0.4865,0.057,0.2345,0.277753788906813
"830","Numerical Judgment","Incongruent","0.017",0.5,10.5187,0.4846,0.0475,0.1962,0.448429110956325
"831","Numerical Judgment","Incongruent","0.017",0.6,0.1679,0.5754,0.1007,0.2918,1.0829658838079
"832","Numerical Judgment","Incongruent","0.017",0.6,0.186,0.5812,0.1116,0.32,0.511359172466989
"833","Numerical Judgment","Incongruent","0.017",0.6,0.1905,0.5859,0.1143,0.3252,0.826813861
"834","Numerical Judgment","Incongruent","0.017",0.6,0.2306,0.6122,0.1384,0.3767,0.427579907059278
"835","Numerical Judgment","Incongruent","0.017",0.6,0.2333,0.5755,0.14,0.4054,0.70424483619093
"836","Numerical Judgment","Incongruent","0.017",0.6,0.2495,0.5891,0.1497,0.4234,0.36942303
"837","Numerical Judgment","Incongruent","0.017",0.6,0.2523,0.5838,0.1514,0.4321,0.392504606333333
"838","Numerical Judgment","Incongruent","0.017",0.6,0.2681,0.5843,0.1609,0.4588,0.654816704166371
"839","Numerical Judgment","Incongruent","0.017",0.6,0.2852,0.5794,0.1711,0.4922,1.742249466
"840","Numerical Judgment","Incongruent","0.017",0.6,0.2933,0.5823,0.176,0.5037,0.2886524845
"841","Numerical Judgment","Incongruent","0.017",0.6,0.3038,0.5843,0.1823,0.52,0.539189421564287
"842","Numerical Judgment","Incongruent","0.017",0.6,0.3059,0.5812,0.1835,0.5263,0.338618573666667
"843","Numerical Judgment","Incongruent","0.017",0.6,0.3075,0.5983,0.1845,0.514,0.930607934659747
"844","Numerical Judgment","Incongruent","0.017",0.6,0.3307,0.5954,0.1984,0.5554,0.604679687873189
"845","Numerical Judgment","Incongruent","0.017",0.6,0.3332,0.5891,0.1999,0.5655,0.232943046
"846","Numerical Judgment","Incongruent","0.017",0.6,0.3418,0.5739,0.2051,0.5956,1.68862749704385
"847","Numerical Judgment","Incongruent","0.017",0.6,0.35,0.5895,0.21,0.5937,1.1359940858854
"848","Numerical Judgment","Incongruent","0.017",0.6,0.3518,0.5802,0.2111,0.6064,0.682464662
"849","Numerical Judgment","Incongruent","0.017",0.6,0.3631,0.5696,0.2178,0.6374,0.62422323025
"850","Numerical Judgment","Incongruent","0.017",0.6,0.3636,0.5924,0.2182,0.6138,1.59417389095639
"851","Numerical Judgment","Incongruent","0.017",0.6,0.3701,0.6101,0.2221,0.6067,1.055863601
"852","Numerical Judgment","Incongruent","0.017",0.6,0.378,0.5882,0.2268,0.6426,0.644862809
"853","Numerical Judgment","Incongruent","0.017",0.6,0.3927,0.5698,0.2356,0.6892,0.796784205
"854","Numerical Judgment","Incongruent","0.017",0.6,0.4006,0.5929,0.2404,0.6756,0.616714853
"855","Numerical Judgment","Incongruent","0.017",0.6,0.4057,0.5933,0.2434,0.6838,0.45695502
"856","Numerical Judgment","Incongruent","0.017",0.6,2.3697,0.5981,0.2532,0.7055,0.842235609333333
"857","Numerical Judgment","Incongruent","0.017",0.6,2.6103,0.59,0.2299,0.6493,0.80669376207377
"858","Numerical Judgment","Incongruent","0.017",0.6,2.695,0.5932,0.2226,0.6255,0.894344105167159
"859","Numerical Judgment","Incongruent","0.017",0.6,2.711,0.583,0.2213,0.6327,0.493530503295742
"860","Numerical Judgment","Incongruent","0.017",0.6,2.7143,0.5996,0.2211,0.6144,0.791113383333333
"861","Numerical Judgment","Incongruent","0.017",0.6,2.766,0.5957,0.2169,0.6069,0.3300001445
"862","Numerical Judgment","Incongruent","0.017",0.6,2.7997,0.581,0.2143,0.6148,0.7950092212
"863","Numerical Judgment","Incongruent","0.017",0.6,2.9153,0.5842,0.2058,0.5872,0.608335161247084
"864","Numerical Judgment","Incongruent","0.017",0.6,2.9258,0.5859,0.2051,0.5833,0.679725895
"865","Numerical Judgment","Incongruent","0.017",0.6,2.9416,0.6186,0.204,0.5495,0.631205180280406
"866","Numerical Judgment","Incongruent","0.017",0.6,3.0994,0.6087,0.1936,0.53,0.614763208240531
"867","Numerical Judgment","Incongruent","0.017",0.6,3.2321,0.5888,0.1856,0.5255,0.489841982333333
"868","Numerical Judgment","Incongruent","0.017",0.6,3.2563,0.5877,0.1843,0.5225,0.3075772865
"869","Numerical Judgment","Incongruent","0.017",0.6,3.4032,0.5967,0.1763,0.4924,0.4223478605
"870","Numerical Judgment","Incongruent","0.017",0.6,3.5151,0.6117,0.1707,0.4651,0.536729383908666
"871","Numerical Judgment","Incongruent","0.017",0.6,3.5798,0.5808,0.1676,0.4809,0.95038056
"872","Numerical Judgment","Incongruent","0.017",0.6,3.7492,0.5965,0.16,0.4472,0.225772957
"873","Numerical Judgment","Incongruent","0.017",0.6,3.8677,0.5896,0.1551,0.4385,0.488529467064411
"874","Numerical Judgment","Incongruent","0.017",0.6,3.9177,0.5781,0.1532,0.4416,0.390059126648098
"875","Numerical Judgment","Incongruent","0.017",0.6,3.9969,0.6025,0.1501,0.4152,0.8457604765
"876","Numerical Judgment","Incongruent","0.017",0.6,3.9987,0.5959,0.15,0.4197,0.6772390445
"877","Numerical Judgment","Incongruent","0.017",0.6,4.1272,0.5976,0.1454,0.4055,0.648564716464873
"878","Numerical Judgment","Incongruent","0.017",0.6,4.4467,0.5812,0.1349,0.3869,0.655041937666667
"879","Numerical Judgment","Incongruent","0.017",0.6,5.395,0.5826,0.1112,0.3181,0.225125572
"880","Numerical Judgment","Incongruent","0.017",0.7,0.3022,0.6781,0.2116,0.4457,0.6093630088
"881","Numerical Judgment","Incongruent","0.017",0.7,0.3201,0.6732,0.2241,0.4755,0.922408659760115
"882","Numerical Judgment","Incongruent","0.017",0.7,0.3301,0.681,0.2311,0.4848,1.18354881188472
"883","Numerical Judgment","Incongruent","0.017",0.7,0.3385,0.6708,0.237,0.5047,0.389996687
"884","Numerical Judgment","Incongruent","0.017",0.7,0.381,0.6854,0.2667,0.5559,0.769996952
"885","Numerical Judgment","Incongruent","0.017",0.7,0.3842,0.6808,0.2689,0.5644,1.3264853244447
"886","Numerical Judgment","Incongruent","0.017",0.7,0.3931,0.6714,0.2751,0.5854,0.6263825325
"887","Numerical Judgment","Incongruent","0.017",0.7,0.4301,0.6764,0.301,0.6358,0.5518114025
"888","Numerical Judgment","Incongruent","0.017",0.7,0.4372,0.6855,0.306,0.6377,0.874078097052677
"889","Numerical Judgment","Incongruent","0.017",0.7,0.4912,0.6827,0.3438,0.7195,0.249834118
"890","Numerical Judgment","Incongruent","0.017",0.7,0.4987,0.686,0.3491,0.7269,0.567838015
"891","Numerical Judgment","Incongruent","0.017",0.7,0.5091,0.6888,0.3564,0.7392,0.436659512
"892","Numerical Judgment","Incongruent","0.017",0.7,0.5198,0.6768,0.3639,0.7681,0.4134528695
"893","Numerical Judgment","Incongruent","0.017",0.7,0.524,0.6862,0.3668,0.7636,2.370471864
"894","Numerical Judgment","Incongruent","0.017",0.7,0.5336,0.68,0.3735,0.7847,0.72459107
"895","Numerical Judgment","Incongruent","0.017",0.7,0.5505,0.6869,0.3854,0.8015,0.586271917567021
"896","Numerical Judgment","Incongruent","0.017",0.7,0.5805,0.6821,0.4063,0.8511,0.352960005479169
"897","Numerical Judgment","Incongruent","0.017",0.7,0.6108,0.6766,0.4276,0.9028,0.463627375019343
"898","Numerical Judgment","Incongruent","0.017",0.7,0.6192,0.6742,0.4334,0.9184,0.389511734
"899","Numerical Judgment","Incongruent","0.017",0.7,0.6246,0.6757,0.4372,0.9244,0.604775703
"900","Numerical Judgment","Incongruent","0.017",0.7,0.6473,0.6821,0.4531,0.949,0.739143576475903
"901","Numerical Judgment","Incongruent","0.017",0.7,0.6486,0.6893,0.454,0.9409,0.710956845666667
"902","Numerical Judgment","Incongruent","0.017",0.7,0.649,0.6976,0.4543,0.9303,0.456082486
"903","Numerical Judgment","Incongruent","0.017",0.7,0.6738,0.6785,0.4717,0.993,0.455757433
"904","Numerical Judgment","Incongruent","0.017",0.7,1.7147,0.6934,0.4082,0.841,0.369795430060735
"905","Numerical Judgment","Incongruent","0.017",0.7,1.7369,0.7017,0.403,0.8205,0.398495197
"906","Numerical Judgment","Incongruent","0.017",0.7,1.774,0.6938,0.3946,0.8126,0.407131503
"907","Numerical Judgment","Incongruent","0.017",0.7,1.8544,0.691,0.3775,0.7804,0.5902225862
"908","Numerical Judgment","Incongruent","0.017",0.7,1.8824,0.6862,0.3719,0.7742,0.700884311309053
"909","Numerical Judgment","Incongruent","0.017",0.7,1.8948,0.6798,0.3694,0.7763,0.7071577515
"910","Numerical Judgment","Incongruent","0.017",0.7,1.8969,0.6825,0.369,0.7724,0.59797505
"911","Numerical Judgment","Incongruent","0.017",0.7,1.9471,0.6828,0.3595,0.7521,0.764790899864285
"912","Numerical Judgment","Incongruent","0.017",0.7,1.9891,0.6902,0.3519,0.7284,0.218966366660508
"913","Numerical Judgment","Incongruent","0.017",0.7,2.0975,0.6795,0.3337,0.7016,0.218791668
"914","Numerical Judgment","Incongruent","0.017",0.7,2.1033,0.6819,0.3328,0.6973,0.8779106365
"915","Numerical Judgment","Incongruent","0.017",0.7,2.2228,0.6816,0.3149,0.6601,0.676857763696092
"916","Numerical Judgment","Incongruent","0.017",0.7,2.2727,0.6741,0.308,0.6527,0.617131138558367
"917","Numerical Judgment","Incongruent","0.017",0.7,2.2821,0.6728,0.3067,0.6513,1.094117917
"918","Numerical Judgment","Incongruent","0.017",0.7,2.3802,0.6916,0.2941,0.6075,0.308616483760877
"919","Numerical Judgment","Incongruent","0.017",0.7,2.3875,0.6849,0.2932,0.6115,0.425170851
"920","Numerical Judgment","Incongruent","0.017",0.7,2.4254,0.6703,0.2886,0.6151,1.039642333
"921","Numerical Judgment","Incongruent","0.017",0.7,2.5147,0.6823,0.2784,0.5829,0.289085455
"922","Numerical Judgment","Incongruent","0.017",0.7,2.7641,0.6904,0.2532,0.524,0.668653888135751
"923","Numerical Judgment","Incongruent","0.017",0.7,2.8796,0.6828,0.2431,0.5086,0.689571786
"924","Numerical Judgment","Incongruent","0.017",0.7,3.0114,0.7291,0.2325,0.4555,2.280243976
"925","Numerical Judgment","Incongruent","0.017",0.7,3.1023,0.6761,0.2256,0.4768,0.808337856125251
"926","Numerical Judgment","Incongruent","0.017",0.7,3.3109,0.6733,0.2114,0.4486,0.85559552129049
"927","Numerical Judgment","Incongruent","0.017",0.8,0.333,0.7635,0.2664,0.4361,0.405050583874326
"928","Numerical Judgment","Incongruent","0.017",0.8,0.3654,0.771,0.2923,0.4739,1.24851122258402
"929","Numerical Judgment","Incongruent","0.017",0.8,0.3686,0.7681,0.2949,0.4799,0.445797976
"930","Numerical Judgment","Incongruent","0.017",0.8,0.4321,0.7815,0.3457,0.5529,0.419418734
"931","Numerical Judgment","Incongruent","0.017",0.8,0.4343,0.7747,0.3474,0.5606,0.3149735925
"932","Numerical Judgment","Incongruent","0.017",0.8,0.4604,0.7799,0.3683,0.5903,0.51291408175
"933","Numerical Judgment","Incongruent","0.017",0.8,0.4772,0.7789,0.3818,0.6127,0.9705989085
"934","Numerical Judgment","Incongruent","0.017",0.8,0.5019,0.7681,0.4015,0.6535,0.736651692
"935","Numerical Judgment","Incongruent","0.017",0.8,0.5051,0.7789,0.4041,0.6485,0.429618273514917
"936","Numerical Judgment","Incongruent","0.017",0.8,0.5184,0.7676,0.4148,0.6754,1.48829955796153
"937","Numerical Judgment","Incongruent","0.017",0.8,0.5261,0.7781,0.4209,0.6761,0.779678554106366
"938","Numerical Judgment","Incongruent","0.017",0.8,0.5315,0.7777,0.4252,0.6834,0.929135301
"939","Numerical Judgment","Incongruent","0.017",0.8,0.5524,0.7781,0.442,0.71,0.438653790888566
"940","Numerical Judgment","Incongruent","0.017",0.8,0.5589,0.7723,0.4472,0.7238,0.732183188
"941","Numerical Judgment","Incongruent","0.017",0.8,0.581,0.7701,0.4648,0.7545,0.723808039
"942","Numerical Judgment","Incongruent","0.017",0.8,0.5907,0.7695,0.4726,0.7676,0.559778332706373
"943","Numerical Judgment","Incongruent","0.017",0.8,0.6131,0.773,0.4905,0.7931,1.00767112716558
"944","Numerical Judgment","Incongruent","0.017",0.8,0.6218,0.7929,0.4974,0.7842,0.306073861
"945","Numerical Judgment","Incongruent","0.017",0.8,0.6354,0.7673,0.5083,0.8281,0.42167078925
"946","Numerical Judgment","Incongruent","0.017",0.8,0.652,0.7841,0.5216,0.8315,0.752475071679603
"947","Numerical Judgment","Incongruent","0.017",0.8,0.6546,0.8332,0.5237,0.7857,0.5561274035
"948","Numerical Judgment","Incongruent","0.017",0.8,0.6598,0.7735,0.5279,0.853,0.513537616
"949","Numerical Judgment","Incongruent","0.017",0.8,0.6873,0.7854,0.5498,0.8751,0.492326599712328
"950","Numerical Judgment","Incongruent","0.017",0.8,0.6894,0.7736,0.5515,0.8912,0.503323163
"951","Numerical Judgment","Incongruent","0.017",0.8,1.3375,0.7737,0.5981,0.9664,0.53447638075
"952","Numerical Judgment","Incongruent","0.017",0.8,1.3501,0.7782,0.5925,0.9517,0.766598961851653
"953","Numerical Judgment","Incongruent","0.017",0.8,1.3517,0.8327,0.5918,0.8885,1.21094845738965
"954","Numerical Judgment","Incongruent","0.017",0.8,1.4521,0.7645,0.5509,0.9008,0.293091940333333
"955","Numerical Judgment","Incongruent","0.017",0.8,1.495,0.7913,0.5351,0.8453,0.485452628284886
"956","Numerical Judgment","Incongruent","0.017",0.8,1.5508,0.786,0.5158,0.8203,0.22454639
"957","Numerical Judgment","Incongruent","0.017",0.8,1.5686,0.7814,0.51,0.8159,0.721005164
"958","Numerical Judgment","Incongruent","0.017",0.8,1.581,0.785,0.506,0.8058,0.394413612839935
"959","Numerical Judgment","Incongruent","0.017",0.8,1.5848,0.7858,0.5048,0.803,0.382995601
"960","Numerical Judgment","Incongruent","0.017",0.8,1.7036,0.7771,0.4696,0.7554,1.0465355095
"961","Numerical Judgment","Incongruent","0.017",0.8,1.7198,0.7818,0.4652,0.7438,0.5491258494
